Day,Month,NewCustomers,TotalMembers,PatientsSeen,CurrentPediatricDoctors,CurrentOrthoDoctors,CurrentNurses,RevenuePrevention,RevenueTreatment,RevenueOrtho,RevenueCardDaily,RevenueTotal,CashNewCard,CashRenewCard,CashTreatment,CashFlowToday,Cash,Costs,DoctorSalary,NurseSalary,MonthlyCardRevenue,ContractLiability,CardContractLiability,OrthoContractLiability,PediatricMaterialRatio,OrthoMaterialRatio
1386,47,2,1717,46,1,1,6,0,1040,0,4971.111111111111,7011.111111111111,0,5000,1040,5988.0,5924651.666666668,52.0,0.0,0.0,149133.33333333334,2775548.333333333,1375733.333333333,1399815,0.05,0.3
1387,47,3,1719,40,1,1,6,0,3400,0,4971.111111111111,10371.111111111111,10000,0,3400,13230.0,5937881.666666668,170.0,0.0,0.0,149133.33333333334,2776481.666666667,1376666.666666667,1399815,0.05,0.3
1388,47,4,1721,42,1,1,6,0,3680,0,4971.111111111111,9851.111111111111,6000,0,3680,9496.0,5947377.666666668,184.0,0.0,0.0,149133.33333333334,2778348.333333333,1378533.333333333,1399815,0.05,0.3
1389,47,3,1723,40,1,1,6,0,1840,10725,4971.111111111111,19736.11111111111,6000,5000,21340,29030.5,5976408.166666668,3309.5,0.0,0.0,149133.33333333334,2788056.666666667,1379466.666666667,1408590,0.05,0.3
1390,47,2,1724,45,1,1,6,0,1320,0,4971.111111111111,7291.111111111111,5000,0,1320,6254.0,5982662.166666668,66.0,0.0,0.0,149133.33333333334,2789923.333333333,1381333.333333333,1408590,0.05,0.3
1391,47,2,1725,39,1,1,6,0,2080,13585,4971.111111111111,21636.11111111111,5000,0,26780,27600.5,6010262.666666668,4179.5,0.0,0.0,149133.33333333334,2801971.666666667,1382266.666666667,1419705,0.05,0.3
1392,47,1,1724,41,1,1,6,0,1840,0,4971.111111111111,6811.111111111111,0,0,1840,1748.0,6012010.666666668,92.0,0.0,0.0,149133.33333333334,2802905.0,1383200.0,1419705,0.05,0.3
1393,47,3,1725,49,1,1,6,0,2880,8775,4971.111111111111,18026.11111111111,2000,5000,2880,7103.5,6019114.166666668,2776.5,0.0,0.0,149133.33333333334,2794130.0,1383200.0,1410930,0.05,0.3
1394,47,4,1725,48,1,1,6,0,2360,0,4971.111111111111,9331.111111111111,10000,0,2360,12242.0,6031356.166666668,118.0,0.0,0.0,149133.33333333334,2795063.333333333,1384133.333333333,1410930,0.05,0.3
1395,47,2,1725,44,1,1,6,0,0,0,4971.111111111111,5171.111111111111,1000,0,0,-189499.2,5841856.966666668,190499.2,35307.0,92192.20000000003,149133.33333333334,2796930.0,1386000.0,1410930,0.05,0.3
1396,47,2,1724,52,1,1,6,0,7120,0,4971.111111111111,13291.111111111111,6000,0,7120,12764.0,5854620.966666668,356.0,0.0,0.0,149133.33333333334,2796930.0,1386000.0,1410930,0.05,0.3
1397,47,2,1725,40,1,1,6,0,2600,2340,4971.111111111111,11911.111111111111,5000,5000,2600,11768.0,5866388.966666668,832.0,0.0,0.0,149133.33333333334,2795523.333333333,1386933.333333333,1408590,0.05,0.3
1398,47,2,1726,29,1,1,6,0,1320,0,4971.111111111111,7291.111111111111,5000,0,1320,6254.0,5872642.966666668,66.0,0.0,0.0,149133.33333333334,2797390.0,1388800.0,1408590,0.05,0.3
1399,47,2,1728,35,1,1,6,0,2120,0,4971.111111111111,9091.111111111111,10000,0,2120,12014.0,5884656.966666668,106.0,0.0,0.0,149133.33333333334,2798323.333333333,1389733.333333333,1408590,0.05,0.3
1400,47,3,1729,45,1,1,6,0,520,0,4971.111111111111,6491.111111111111,5000,0,520,5494.0,5890150.966666668,26.0,0.0,0.0,149133.33333333334,2800190.0,1391600.0,1408590,0.05,0.3
1401,47,2,1729,33,1,1,6,0,3680,10725,4971.111111111111,20576.11111111111,6000,0,23180,25778.5,5915929.466666668,3401.5,0.0,0.0,149133.33333333334,2809898.333333333,1392533.333333333,1417365,0.05,0.3
1402,47,3,1728,44,1,1,6,0,1600,0,4971.111111111111,6571.111111111111,0,0,1600,1520.0,5917449.466666668,80.0,0.0,0.0,149133.33333333334,2810831.666666667,1393466.666666667,1417365,0.05,0.3
1403,47,3,1730,50,1,1,6,0,3680,2340,4971.111111111111,12991.111111111111,10000,0,3680,12794.0,5930243.466666668,886.0,0.0,0.0,149133.33333333334,2808491.666666667,1393466.666666667,1415025,0.05,0.3
1404,47,3,1732,53,1,1,6,0,4480,0,4971.111111111111,10651.111111111111,6000,0,4480,10256.0,5940499.466666668,224.0,0.0,0.0,149133.33333333334,2810358.333333333,1395333.333333333,1415025,0.05,0.3
1405,47,2,1733,43,1,1,6,0,2080,0,4971.111111111111,9051.111111111111,10000,0,2080,11976.0,5952475.466666668,104.0,0.0,0.0,149133.33333333334,2811291.666666667,1396266.666666667,1415025,0.05,0.3
1406,47,2,1734,32,1,1,6,0,3160,0,4971.111111111111,9131.111111111111,5000,0,3160,8002.0,5960477.466666668,158.0,0.0,0.0,149133.33333333334,2813158.333333333,1398133.333333333,1415025,0.05,0.3
1407,47,2,1735,33,1,1,6,0,1320,0,4971.111111111111,7291.111111111111,5000,0,1320,6254.0,5966731.466666668,66.0,0.0,0.0,149133.33333333334,2814091.666666667,1399066.666666667,1415025,0.05,0.3
1408,47,1,1735,42,1,1,6,0,4200,0,4971.111111111111,9171.111111111111,0,0,4200,3990.0,5970721.466666668,210.0,0.0,0.0,149133.33333333334,2815025.0,1400000.0,1415025,0.05,0.3
1409,47,4,1739,40,1,1,6,0,800,10725,4971.111111111111,20496.11111111111,20000,0,20300,37042.5,6007763.966666668,3257.5,0.0,0.0,149133.33333333334,2823800.0,1400000.0,1423800,0.05,0.3
1410,47,3,1740,40,1,1,6,0,1840,13500,4971.111111111111,21311.11111111111,5000,0,1840,2698.0,6010461.966666668,4142.0,0.0,0.0,149133.33333333334,2713766.666666666,1303466.666666666,1410300,0.05,0.3
1411,48,4,1742,48,1,1,6,0,3160,0,5071.11111111111,10631.11111111111,11000,1000,3160,15002.0,6025463.966666668,158.0,0.0,0.0,152133.3333333333,2714633.333333334,1304333.333333334,1410300,0.05,0.3
1412,48,2,1743,37,1,1,6,0,800,0,5071.11111111111,8071.11111111111,6000,5000,800,11760.0,6037223.966666668,40.0,0.0,0.0,152133.3333333333,2716366.666666666,1306066.666666666,1410300,0.05,0.3
1413,48,4,1745,47,1,1,6,0,2920,0,5071.11111111111,9991.11111111111,10000,0,2920,12774.0,6049997.966666668,146.0,0.0,0.0,152133.3333333333,2718100.0,1307800.0,1410300,0.05,0.3
1414,48,2,1745,28,1,1,6,0,2120,0,5071.11111111111,8191.11111111111,0,5000,2120,7014.0,6057011.966666668,106.0,0.0,0.0,152133.3333333333,2719833.333333334,1309533.333333334,1410300,0.05,0.3
1415,48,2,1746,44,1,1,6,0,2080,11635,5071.11111111111,19786.11111111111,5000,0,7280,8685.5,6065697.466666668,3594.5,0.0,0.0,152133.3333333333,2714265.0,1310400.0,1403865,0.05,0.3
1416,48,2,1748,41,1,1,6,0,5800,0,5071.11111111111,12071.11111111111,6000,0,5800,11510.0,6077207.466666668,290.0,0.0,0.0,152133.3333333333,2715131.666666666,1311266.666666666,1403865,0.05,0.3
1417,48,2,1749,42,1,1,6,0,2640,0,5071.11111111111,8711.11111111111,5000,0,2640,7508.0,6084715.466666668,132.0,0.0,0.0,152133.3333333333,2715998.333333334,1312133.333333334,1403865,0.05,0.3
1418,48,2,1751,45,1,1,6,0,2600,0,5071.11111111111,8871.11111111111,6000,0,2600,8470.0,6093185.466666668,130.0,0.0,0.0,152133.3333333333,2716865.0,1313000.0,1403865,0.05,0.3
1419,48,2,1752,36,1,1,6,0,0,0,5071.11111111111,6071.11111111111,5000,0,0,5000.0,6098185.466666668,0.0,0.0,0.0,152133.3333333333,2717731.666666666,1313866.666666666,1403865,0.05,0.3
1420,48,2,1753,43,1,1,6,0,3680,0,5071.11111111111,10151.11111111111,5000,2000,3680,10496.0,6108681.466666668,184.0,0.0,0.0,152133.3333333333,2718598.333333334,1314733.333333334,1403865,0.05,0.3
1421,48,1,1753,55,1,1,6,0,4480,0,5071.11111111111,9551.11111111111,0,0,4480,4256.0,6112937.466666668,224.0,0.0,0.0,152133.3333333333,2719465.0,1315600.0,1403865,0.05,0.3
1422,48,3,1753,43,1,1,6,0,4160,0,5071.11111111111,10231.11111111111,0,5000,4160,8952.0,6121889.466666668,208.0,0.0,0.0,152133.3333333333,2719465.0,1315600.0,1403865,0.05,0.3
1423,48,3,1753,45,1,1,6,0,1320,0,5071.11111111111,6591.11111111111,1000,0,1320,2254.0,6124143.466666668,66.0,0.0,0.0,152133.3333333333,2720331.666666666,1316466.666666666,1403865,0.05,0.3
1424,48,2,1754,44,1,1,6,0,2120,0,5071.11111111111,8391.11111111111,5000,1000,2120,8014.0,6132157.466666668,106.0,0.0,0.0,152133.3333333333,2720331.666666666,1316466.666666666,1403865,0.05,0.3
1425,48,2,1754,43,1,1,6,0,4720,0,5071.11111111111,10791.11111111111,0,5000,4720,9484.0,6141641.466666668,236.0,0.0,0.0,152133.3333333333,2721198.333333334,1317333.333333334,1403865,0.05,0.3
1426,48,3,1756,41,1,1,6,0,1840,0,5071.11111111111,8911.11111111111,10000,0,1840,-174693.80000000005,5966947.666666668,186533.80000000005,33622.5,89819.30000000005,152133.3333333333,2722065.0,1318200.0,1403865,0.05,0.3
1427,48,1,1756,32,1,1,6,0,2880,10725,5071.11111111111,19676.11111111111,5000,0,22380,24018.5,5990966.166666668,3361.5,0.0,0.0,152133.3333333333,2732573.333333334,1319933.333333334,1412640,0.05,0.3
1428,48,3,1757,56,1,1,6,0,6520,0,5071.11111111111,13591.11111111111,10000,0,6520,16194.0,6007160.166666668,326.0,0.0,0.0,152133.3333333333,2733440.0,1320800.0,1412640,0.05,0.3
1429,48,3,1757,36,1,1,6,0,3960,5005,5071.11111111111,14036.11111111111,0,0,13060,11360.5,6018520.666666668,1699.5,0.0,0.0,152133.3333333333,2739268.333333334,1322533.333333334,1416735,0.05,0.3
1430,48,3,1760,48,1,1,6,0,2360,0,5071.11111111111,10831.11111111111,11000,6000,2360,19242.0,6037762.666666668,118.0,0.0,0.0,152133.3333333333,2739268.333333334,1322533.333333334,1416735,0.05,0.3
1431,48,2,1761,35,1,1,6,0,2640,0,5071.11111111111,9711.11111111111,10000,0,2640,12508.0,6050270.666666668,132.0,0.0,0.0,152133.3333333333,2741868.333333334,1325133.333333334,1416735,0.05,0.3
1432,48,3,1764,33,1,1,6,0,3160,10725,5071.11111111111,21156.11111111111,11000,0,22660,30284.5,6080555.166666668,3375.5,0.0,0.0,152133.3333333333,2752376.666666666,1326866.666666666,1425510,0.05,0.3
1433,48,1,1763,36,1,1,6,0,800,5200,5071.11111111111,12071.11111111111,0,5000,6000,9400.0,6089955.166666668,1600.0,0.0,0.0,152133.3333333333,2754110.0,1328600.0,1425510,0.05,0.3
1434,48,2,1764,55,1,1,6,0,5520,0,5071.11111111111,11791.11111111111,5000,1000,5520,11244.0,6101199.166666668,276.0,0.0,0.0,152133.3333333333,2754976.666666666,1329466.666666666,1425510,0.05,0.3
1435,48,4,1766,44,1,1,6,0,1560,0,5071.11111111111,8631.11111111111,10000,0,1560,11482.0,6112681.166666668,78.0,0.0,0.0,152133.3333333333,2755843.333333334,1330333.333333334,1425510,0.05,0.3
1436,48,2,1766,43,1,1,6,0,2400,0,5071.11111111111,7471.11111111111,0,0,2400,2280.0,6114961.166666668,120.0,0.0,0.0,152133.3333333333,2757576.666666666,1332066.666666666,1425510,0.05,0.3
1437,48,4,1767,43,1,1,6,0,1560,0,5071.11111111111,6831.11111111111,1000,0,1560,2482.0,6117443.166666668,78.0,0.0,0.0,152133.3333333333,2757576.666666666,1332066.666666666,1425510,0.05,0.3
1438,48,3,1768,37,1,1,6,0,1040,0,5071.11111111111,6311.11111111111,1000,0,1040,1988.0,6119431.166666668,52.0,0.0,0.0,152133.3333333333,2757576.666666666,1332066.666666666,1425510,0.05,0.3
1439,48,2,1768,60,1,1,6,0,4480,0,5071.11111111111,10551.11111111111,5000,0,4480,9256.0,6128687.166666668,224.0,0.0,0.0,152133.3333333333,2757576.666666666,1332066.666666666,1425510,0.05,0.3
1440,48,3,1768,53,1,1,6,0,2880,0,5071.11111111111,8951.11111111111,5000,0,2880,7736.0,6136423.166666668,144.0,0.0,0.0,152133.3333333333,2655910.0,1230400.0,1425510,0.05,0.3
1441,49,2,1769,47,1,1,6,0,2360,0,5180.0,8740.0,6000,0,2360,8242.0,6144665.166666668,118.0,0.0,0.0,155400.0,2656710.0,1231200.0,1425510,0.05,0.3
1442,49,3,1770,47,1,1,6,0,5840,16500,5180.0,28520.0,5000,0,35840,35598.0,6180263.166666668,5242.0,0.0,0.0,155400.0,2671010.0,1232000.0,1439010,0.05,0.3
1443,49,4,1772,46,1,1,6,0,1320,0,5180.0,6900.0,2000,0,1320,3254.0,6183517.166666668,66.0,0.0,0.0,155400.0,2671810.0,1232800.0,1439010,0.05,0.3
1444,49,3,1773,42,1,1,6,0,1040,0,5180.0,7420.0,6000,0,1040,6988.0,6190505.166666668,52.0,0.0,0.0,155400.0,2671810.0,1232800.0,1439010,0.05,0.3
1445,49,0,1773,43,1,1,6,0,2360,0,5180.0,7540.0,0,0,2360,2242.0,6192747.166666668,118.0,0.0,0.0,155400.0,2672610.0,1233600.0,1439010,0.05,0.3
1446,49,3,1773,49,1,1,6,0,3680,0,5180.0,9060.0,1000,0,3680,4496.0,6197243.166666668,184.0,0.0,0.0,155400.0,2672610.0,1233600.0,1439010,0.05,0.3
1447,49,3,1775,40,1,1,6,0,800,10725,5180.0,17105.0,2000,0,20300,19042.5,6216285.666666668,3257.5,0.0,0.0,155400.0,2681385.0,1233600.0,1447785,0.05,0.3
1448,49,2,1776,55,1,1,6,0,3440,19500,5180.0,30120.0,5000,5000,22940,26918.0,6243203.666666668,6022.0,0.0,0.0,155400.0,2681385.0,1233600.0,1447785,0.05,0.3
1449,49,2,1777,38,1,1,6,0,1320,10725,5180.0,18425.0,5000,1000,20820,23536.5,6266740.166666668,3283.5,0.0,0.0,155400.0,2691760.0,1235200.0,1456560,0.05,0.3
1450,49,3,1780,40,1,1,6,0,520,0,5180.0,7900.0,11000,0,520,11494.0,6278234.166666668,26.0,0.0,0.0,155400.0,2692560.0,1236000.0,1456560,0.05,0.3
1451,49,3,1783,49,1,1,6,0,1560,5005,5180.0,13145.0,7000,0,10660,16080.5,6294314.666666668,1579.5,0.0,0.0,155400.0,2698255.0,1237600.0,1460655,0.05,0.3
1452,49,1,1781,49,1,1,6,0,5520,8775,5180.0,19475.0,0,0,5520,2611.5,6296926.166666668,2908.5,0.0,0.0,155400.0,2690280.0,1238400.0,1451880,0.05,0.3
1453,49,3,1783,41,1,1,6,0,2920,0,5180.0,9500.0,7000,0,2920,9774.0,6306700.166666668,146.0,0.0,0.0,155400.0,2690280.0,1238400.0,1451880,0.05,0.3
1454,49,3,1785,51,1,1,6,0,3160,2340,5180.0,12080.0,2000,5000,3160,9300.0,6316000.166666668,860.0,0.0,0.0,155400.0,2688740.0,1239200.0,1449540,0.05,0.3
1455,49,3,1787,35,1,1,6,0,1600,0,5180.0,9780.0,15000,0,1600,16520.0,6332520.166666668,80.0,0.0,0.0,155400.0,2689540.0,1240000.0,1449540,0.05,0.3
1456,49,3,1787,52,1,1,6,0,0,5005,5180.0,11185.0,5000,0,9100,12598.5,6345118.666666668,1501.5,0.0,0.0,155400.0,2696035.0,1242400.0,1453635,0.05,0.3
1457,49,1,1787,35,1,1,6,0,1320,0,5180.0,6700.0,0,1000,1320,-199158.0,6145960.666666668,201478.0,39075.0,99336.99999999999,155400.0,2696835.0,1243200.0,1453635,0.05,0.3
1458,49,4,1791,56,1,1,6,0,2120,0,5180.0,10500.0,16000,0,2120,18014.0,6163974.666666668,106.0,0.0,0.0,155400.0,2696835.0,1243200.0,1453635,0.05,0.3
1459,49,2,1793,46,1,1,6,0,3440,13500,5180.0,24320.0,10000,1000,3440,10218.0,6174192.666666668,4222.0,0.0,0.0,155400.0,2685735.0,1245600.0,1440135,0.05,0.3
1460,49,5,1796,42,1,1,6,0,1600,0,5180.0,9980.0,16000,0,1600,17520.0,6191712.666666668,80.0,0.0,0.0,155400.0,2687335.0,1247200.0,1440135,0.05,0.3
1461,49,1,1796,39,1,1,6,0,5560,0,5180.0,10740.0,0,0,5560,5282.0,6196994.666666668,278.0,0.0,0.0,155400.0,2689735.0,1249600.0,1440135,0.05,0.3
1462,49,1,1795,59,1,1,6,0,3440,10725,5180.0,20345.0,0,5000,22940,24550.5,6221545.166666668,3389.5,0.0,0.0,155400.0,2698510.0,1249600.0,1448910,0.05,0.3
1463,49,2,1797,36,1,1,6,0,1320,0,5180.0,7700.0,6000,0,1320,7254.0,6228799.166666668,66.0,0.0,0.0,155400.0,2699310.0,1250400.0,1448910,0.05,0.3
1464,49,2,1799,45,1,1,6,0,6360,8775,5180.0,21515.0,6000,0,6360,9409.5,6238208.666666668,2950.5,0.0,0.0,155400.0,2691335.0,1251200.0,1440135,0.05,0.3
1465,49,1,1799,36,1,1,6,0,5520,10725,5180.0,21625.0,1000,0,25020,22526.5,6260735.166666668,3493.5,0.0,0.0,155400.0,2700910.0,1252000.0,1448910,0.05,0.3
1466,49,3,1801,56,1,1,6,0,1840,0,5180.0,10220.0,11000,5000,1840,17748.0,6278483.166666668,92.0,0.0,0.0,155400.0,2700910.0,1252000.0,1448910,0.05,0.3
1467,49,2,1802,48,1,1,6,0,4480,5005,5180.0,14865.0,1000,0,13580,12854.5,6291337.666666668,1725.5,0.0,0.0,155400.0,2707405.0,1254400.0,1453005,0.05,0.3
1468,49,3,1803,41,1,1,6,0,2360,10725,5180.0,20665.0,6000,6000,21860,30524.5,6321862.166666668,3335.5,0.0,0.0,155400.0,2716180.0,1254400.0,1461780,0.05,0.3
1469,49,3,1804,47,1,1,6,0,3680,18505,5180.0,29365.0,10000,0,12780,17044.5,6338906.666666668,5735.5,0.0,0.0,155400.0,2708375.0,1256000.0,1452375,0.05,0.3
1470,49,3,1806,47,1,1,6,0,3680,0,5180.0,11260.0,11000,1000,3680,15496.0,6354402.666666668,184.0,0.0,0.0,155400.0,2605175.0,1152800.0,1452375,0.05,0.3
1471,50,2,1807,43,1,1,6,0,2640,0,5320.0,9160.0,6000,0,2640,8508.0,6362910.666666668,132.0,0.0,0.0,159600.0,2606641.666666667,1154266.666666667,1452375,0.05,0.3
1472,50,2,1808,41,1,1,6,0,1040,0,5320.0,7560.0,6000,0,1040,6988.0,6369898.666666668,52.0,0.0,0.0,159600.0,2607375.0,1155000.0,1452375,0.05,0.3
1473,50,1,1809,53,1,1,6,0,5760,21450,5320.0,32730.0,1000,0,44760,39037.0,6408935.666666668,6723.0,0.0,0.0,159600.0,2625658.333333333,1155733.333333333,1469925,0.05,0.3
1474,50,2,1809,39,1,1,6,0,520,0,5320.0,5840.0,0,0,520,494.0,6409429.666666668,26.0,0.0,0.0,159600.0,2625658.333333333,1155733.333333333,1469925,0.05,0.3
1475,50,2,1811,47,1,1,6,0,520,10725,5320.0,17765.0,6000,0,20020,22776.5,6432206.166666668,3243.5,0.0,0.0,159600.0,2634433.333333333,1155733.333333333,1478700,0.05,0.3
1476,50,3,1813,34,1,1,6,0,3160,7700,5320.0,19180.0,10000,5000,17160,29692.0,6461898.166666668,2468.0,0.0,0.0,159600.0,2641466.666666667,1156466.666666667,1485000,0.05,0.3
1477,50,3,1816,55,1,1,6,0,3440,0,5320.0,11760.0,15000,0,3440,18268.0,6480166.166666668,172.0,0.0,0.0,159600.0,2643666.666666667,1158666.666666667,1485000,0.05,0.3
1478,50,2,1817,57,1,1,6,0,5520,43725,5320.0,56565.0,10000,0,44520,41126.5,6521292.666666668,13393.5,0.0,0.0,159600.0,2641141.666666667,1160866.666666667,1480275,0.05,0.3
1479,50,3,1818,48,1,1,6,0,2080,0,5320.0,8400.0,5000,0,2080,6976.0,6528268.666666668,104.0,0.0,0.0,159600.0,2642608.333333333,1162333.333333333,1480275,0.05,0.3
1480,50,2,1819,43,1,1,6,0,2360,0,5320.0,7880.0,1000,0,2360,3242.0,6531510.666666668,118.0,0.0,0.0,159600.0,2643341.666666667,1163066.666666667,1480275,0.05,0.3
1481,50,0,1818,47,1,1,6,0,3400,8775,5320.0,17495.0,0,0,3400,597.5,6532108.166666668,2802.5,0.0,0.0,159600.0,2634566.666666667,1163066.666666667,1471500,0.05,0.3
1482,50,3,1819,44,1,1,6,0,4240,16500,5320.0,27060.0,5000,0,34240,34078.0,6566186.166666668,5162.0,0.0,0.0,159600.0,2648066.666666667,1163066.666666667,1485000,0.05,0.3
1483,50,2,1819,51,1,1,6,0,1840,15730,5320.0,22890.0,0,0,30440,25629.0,6591815.166666668,4811.0,0.0,0.0,159600.0,2661670.0,1163800.0,1497870,0.05,0.3
1484,50,2,1819,43,1,1,6,0,1560,8775,5320.0,15655.0,0,0,1560,-1150.5,6590664.666666668,2710.5,0.0,0.0,159600.0,2652895.0,1163800.0,1489095,0.05,0.3
1485,50,3,1821,45,1,1,6,0,3960,0,5320.0,11280.0,10000,0,3960,13762.0,6604426.666666668,198.0,0.0,0.0,159600.0,2652895.0,1163800.0,1489095,0.05,0.3
1486,50,2,1822,53,1,1,6,0,3960,0,5320.0,11280.0,5000,5000,3960,13762.0,6618188.666666668,198.0,0.0,0.0,159600.0,2654361.666666667,1165266.666666667,1489095,0.05,0.3
1487,50,2,1822,31,1,1,6,0,2360,0,5320.0,8680.0,0,5000,2360,7242.0,6625430.666666668,118.0,0.0,0.0,159600.0,2655828.333333333,1166733.333333333,1489095,0.05,0.3
1488,50,1,1823,48,1,1,6,0,3400,0,5320.0,9720.0,5000,0,3400,-228140.0,6397290.666666668,236540.0,50850.0,122520.0,159600.0,2656561.666666667,1167466.666666667,1489095,0.05,0.3
1489,50,1,1823,43,1,1,6,0,2360,0,5320.0,7880.0,1000,0,2360,3242.0,6400532.666666668,118.0,0.0,0.0,159600.0,2657295.0,1168200.0,1489095,0.05,0.3
1490,50,3,1823,42,1,1,6,0,4240,0,5320.0,11760.0,6000,5000,4240,15028.0,6415560.666666668,212.0,0.0,0.0,159600.0,2657295.0,1168200.0,1489095,0.05,0.3
1491,50,3,1825,43,1,1,6,0,4520,0,5320.0,11840.0,10000,0,4520,14294.0,6429854.666666668,226.0,0.0,0.0,159600.0,2658761.666666667,1169666.666666667,1489095,0.05,0.3
1492,50,1,1826,58,1,1,6,0,2640,0,5320.0,8960.0,5000,0,2640,7508.0,6437362.666666668,132.0,0.0,0.0,159600.0,2660228.333333333,1171133.333333333,1489095,0.05,0.3
1493,50,4,1829,43,1,1,6,0,2360,0,5320.0,10680.0,15000,0,2360,17242.0,6454604.666666668,118.0,0.0,0.0,159600.0,2660961.666666667,1171866.666666667,1489095,0.05,0.3
1494,50,1,1829,36,1,1,6,0,3440,13500,5320.0,23260.0,0,5000,3440,4218.0,6458822.666666668,4222.0,0.0,0.0,159600.0,2649661.666666667,1174066.666666667,1475595,0.05,0.3
1495,50,4,1830,51,1,1,6,0,2080,19500,5320.0,29900.0,15000,0,21580,30626.0,6489448.666666668,5954.0,0.0,0.0,159600.0,2650395.0,1174800.0,1475595,0.05,0.3
1496,50,2,1830,44,1,1,6,0,5840,0,5320.0,12160.0,5000,0,5840,10548.0,6499996.666666668,292.0,0.0,0.0,159600.0,2652595.0,1177000.0,1475595,0.05,0.3
1497,50,2,1831,44,1,1,6,0,2920,2340,5320.0,12580.0,5000,5000,2920,12072.0,6512068.666666668,848.0,0.0,0.0,159600.0,2650988.333333333,1177733.333333333,1473255,0.05,0.3
1498,50,3,1833,43,1,1,6,0,3400,0,5320.0,11920.0,11000,5000,3400,19230.0,6531298.666666668,170.0,0.0,0.0,159600.0,2652455.0,1179200.0,1473255,0.05,0.3
1499,50,1,1834,34,1,1,6,0,4480,10725,5320.0,21525.0,5000,0,23980,25538.5,6556837.166666668,3441.5,0.0,0.0,159600.0,2663430.0,1181400.0,1482030,0.05,0.3
1500,50,4,1835,48,1,1,6,0,2120,5005,5320.0,13645.0,1000,5000,11220,15612.5,6572449.666666668,1607.5,0.0,0.0,159600.0,2560791.666666666,1074666.666666666,1486125,0.05,0.3
1501,51,2,1834,34,1,1,6,0,1320,0,5426.666666666667,6746.666666666667,0,0,1320,1254.0,6573703.666666668,66.0,0.0,0.0,162800.0,2561458.333333334,1075333.333333334,1486125,0.05,0.3
1502,51,3,1835,40,1,1,6,0,1840,0,5426.666666666667,7666.666666666667,1000,1000,1840,3748.0,6577451.666666668,92.0,0.0,0.0,162800.0,2561458.333333334,1075333.333333334,1486125,0.05,0.3
1503,51,2,1836,50,1,1,6,0,4760,16360,5426.666666666667,27546.666666666668,5000,0,9960,9814.0,6587265.666666668,5146.0,0.0,0.0,162800.0,2550298.333333334,1075333.333333334,1474965,0.05,0.3
1504,51,1,1837,40,1,1,6,0,4200,0,5426.666666666667,9826.666666666668,1000,0,4200,4990.0,6592255.666666668,210.0,0.0,0.0,162800.0,2550965.0,1076000.0,1474965,0.05,0.3
1505,51,4,1839,37,1,1,6,0,2360,16500,5426.666666666667,24686.666666666668,2000,0,32360,29292.0,6621547.666666668,5068.0,0.0,0.0,162800.0,2564465.0,1076000.0,1488465,0.05,0.3
1506,51,3,1840,51,1,1,6,0,3960,0,5426.666666666667,9986.666666666668,2000,1000,3960,6762.0,6628309.666666668,198.0,0.0,0.0,162800.0,2564465.0,1076000.0,1488465,0.05,0.3
1507,51,2,1842,39,1,1,6,0,1560,0,5426.666666666667,9186.666666666668,10000,1000,1560,12482.0,6640791.666666668,78.0,0.0,0.0,162800.0,2564465.0,1076000.0,1488465,0.05,0.3
1508,51,2,1843,48,1,1,6,0,2640,0,5426.666666666667,9066.666666666668,5000,0,2640,7508.0,6648299.666666668,132.0,0.0,0.0,162800.0,2565798.333333334,1077333.333333334,1488465,0.05,0.3
1509,51,2,1843,51,1,1,6,0,2920,0,5426.666666666667,8346.666666666668,0,0,2920,2774.0,6651073.666666668,146.0,0.0,0.0,162800.0,2566465.0,1078000.0,1488465,0.05,0.3
1510,51,2,1843,46,1,1,6,0,4720,8775,5426.666666666667,18921.666666666668,0,0,4720,1851.5,6652925.166666668,2868.5,0.0,0.0,162800.0,2557690.0,1078000.0,1479690,0.05,0.3
1511,51,2,1844,49,1,1,6,0,3160,13500,5426.666666666667,22286.666666666668,1000,0,3160,-48.0,6652877.166666668,4208.0,0.0,0.0,162800.0,2544190.0,1078000.0,1466190,0.05,0.3
1512,51,1,1844,41,1,1,6,0,1320,10725,5426.666666666667,18471.666666666668,5000,0,20820,22536.5,6675413.666666668,3283.5,0.0,0.0,162800.0,2552965.0,1078000.0,1474965,0.05,0.3
1513,51,2,1845,48,1,1,6,0,1840,0,5426.666666666667,8466.666666666668,6000,0,1840,7748.0,6683161.666666668,92.0,0.0,0.0,162800.0,2553631.666666666,1078666.666666666,1474965,0.05,0.3
1514,51,3,1848,46,1,1,6,0,1600,15125,5426.666666666667,25151.666666666668,15000,0,29100,39482.5,6722644.166666668,4617.5,0.0,0.0,162800.0,2566673.333333334,1079333.333333334,1487340,0.05,0.3
1515,51,4,1849,41,1,1,6,0,2880,10725,5426.666666666667,19431.666666666668,2000,0,22380,21018.5,6743662.666666668,3361.5,0.0,0.0,162800.0,2577448.333333334,1081333.333333334,1496115,0.05,0.3
1516,51,3,1852,60,1,1,6,0,3440,10725,5426.666666666667,22591.666666666668,15000,0,22940,34550.5,6778213.166666668,3389.5,0.0,0.0,162800.0,2586223.333333334,1081333.333333334,1504890,0.05,0.3
